"id"	"name"	"synonym"	"def"	"is_a"	"xref"	"relationship"	"comment"	"is_obsolete"	"replaced_by"	"property_value"	"other"
"MS:1000108"	"conversion dynode electron multiplier"	NA	"\"A surface that is held at high potential so that ions striking the surface produce electrons that are subsequently detected.\" [PSI:MS]"	"MS:1000346 ! conversion dynode"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000109"	"conversion dynode photomultiplier"	"\"ion-to-photon detector\" RELATED []"	"\"A detector in which ions strike a conversion dynode to produce electrons that in turn generate photons through a phosphorescent screen that are detected by a photomultiplier.\" [PSI:MS]"	"MS:1000346 ! conversion dynode"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000110"	"daly detector"	"\"Daly\" EXACT []"	"\"Detector consisting of a conversion dynode, scintillator and photomultiplier. The metal knob at high potential emits secondary electrons when ions impinge on the surface. The secondary electrons are accelerated onto the scintillator that produces light that is then detected by the photomultiplier detector.\" [PSI:MS]"	"MS:1000026 ! detector type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000111"	"electron multiplier tube"	"\"EMT\" EXACT []"	"\"A device to amplify the current of a beam or packet of charged particles or photons by incidence upon the surface of an electrode to produce secondary electrons.\" [PSI:MS]"	"MS:1000253 ! electron multiplier"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000112"	"faraday cup"	NA	"\"A conducting cup or chamber that intercepts a charged particle beam and is electrically connected to a current measuring device.\" [PSI:MS]"	"MS:1000026 ! detector type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000113"	"focal plane array"	NA	"\"An array of detectors for spatially disperse ion beams in which all ions simultaneously impinge on the detector plane.\" [PSI:MS]"	"MS:1000348 ! focal plane collector"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000114"	"microchannel plate detector"	"\"multichannel plate\" EXACT []"	"\"A thin plate that contains a closely spaced array of channels that each act as a continuous dynode particle multiplier. A charged particle, fast neutral particle, or photon striking the plate causes a cascade of secondary electrons that ultimately exits the opposite side of the plate.\" [PSI:MS]"	"MS:1000345 ! array detector"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000115"	"multi-collector"	NA	"\"A detector system commonly used in inductively coupled plasma mass spectrometers.\" [PSI:MS]"	"MS:1000026 ! detector type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000116"	"photomultiplier"	"\"PMT\" EXACT []"	"\"A detector for conversion of the ion/electron signal into photon(s) which are then amplified and detected.\" [PSI:MS]"	"MS:1000026 ! detector type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000117"	"analog-digital converter"	"\"ADC\" EXACT []"	"\"Analog-to-digital converter (abbreviated ADC, A/D or A to D) is an electronic integrated circuit (i/c) that converts continuous signals to discrete digital numbers.\" [PSI:MS]"	"MS:1000027 ! detector acquisition mode"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000118"	"pulse counting"	NA	"\"Definition to do.\" [PSI:MS]"	"MS:1000027 ! detector acquisition mode"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000119"	"time-digital converter"	"\"TDC\" EXACT []"	"\"A device for converting a signal of sporadic pluses into a digital representation of their time indices.\" [PSI:MS]"	"MS:1000027 ! detector acquisition mode"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000120"	"transient recorder"	NA	"\"A detector acquisition mode used for detecting transient signals.\" [PSI:MS]"	"MS:1000027 ! detector acquisition mode"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000121"	"SCIEX instrument model"	"\"Applied Biosystems|MDS SCIEX\" RELATED []"	"\"The brand of instruments from the joint venture between Applied Biosystems and MDS Analytical Technologies (formerly MDS SCIEX). Previously branded as \\"Applied Biosystems|MDS SCIEX\\".\" [PSI:MS]"	"MS:1000031 ! instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000122"	"Bruker Daltonics instrument model"	NA	"\"Bruker Daltonics' instrument model.\" [PSI:MS]"	"MS:1000031 ! instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000123"	"IonSpec instrument model"	NA	"\"IonSpec corporation instrument model.\" [PSI:MS]"	"MS:1000489 ! Varian instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000124"	"Shimadzu instrument model"	NA	"\"Shimadzu corporation instrument model.\" [PSI:MS]"	"MS:1000031 ! instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000125"	"Thermo Finnigan instrument model"	NA	"\"ThermoFinnigan from Thermo Electron Corporation instrument model.\" [PSI:MS]"	"MS:1000483 ! Thermo Fisher Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000126"	"Waters instrument model"	NA	"\"Waters Corporation instrument model.\" [PSI:MS]"	"MS:1000031 ! instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000127"	"centroid spectrum"	"\"Discrete Mass Spectrum\" EXACT []"	"\"Processing of profile data to produce spectra that contains discrete peaks of zero width. Often used to reduce the size of dataset.\" [PSI:MS]"	"MS:1000525 ! spectrum representation"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000128"	"profile spectrum"	"\"Continuum Mass Spectrum\" EXACT []"	"\"A profile mass spectrum is created when data is recorded with ion current (counts per second) on one axis and mass/charge ratio on another axis.\" [PSI:MS]"	"MS:1000525 ! spectrum representation"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000129"	"negative scan"	NA	"\"Polarity of the scan is negative.\" [PSI:MS]"	"MS:1000808 ! chromatogram attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000130"	"positive scan"	NA	"\"Polarity of the scan is positive.\" [PSI:MS]"	"MS:1000808 ! chromatogram attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000131"	"number of detector counts"	NA	"\"The number of counted events observed in one or a group of elements of a detector.\" [PSI:MS]"	"MS:1000043 ! intensity unit"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000132"	"percent of base peak"	NA	"\"The magnitude of a peak or measurement element expressed in terms of the percentage of the magnitude of the base peak intensity.\" [PSI:MS]"	"MS:1000043 ! intensity unit"	"value-type:xsd\:float \"The allowed value-type for this CV term.\""	"has_value_type xsd\:float ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000133"	"collision-induced dissociation"	"\"collisionally activated dissociation\" EXACT []"	"\"The dissociation of an ion after collisional excitation. The term collisional-activated dissociation is not recommended.\" [PSI:MS]"	"MS:1000044 ! dissociation method"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000134"	"plasma desorption"	"\"PD\" EXACT []"	"\"The ionization of material in a solid sample by bombarding it with ionic or neutral atoms formed as a result of the fission of a suitable nuclide, typically 252Cf. Synonymous with fission fragment ionization.\" [PSI:MS]"	"MS:1000044 ! dissociation method"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000135"	"post-source decay"	"\"PSD\" EXACT []"	"\"A technique specific to reflectron time-of-flight mass spectrometers where product ions of metastable transitions or collision-induced dissociations generated in the drift tube prior to entering the reflectron are m/z separated to yield product ion spectra.\" [PSI:MS]"	"MS:1000044 ! dissociation method"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000136"	"surface-induced dissociation"	"\"SID\" EXACT []"	"\"Fragmentation that results from the collision of an ion with a surface.\" [PSI:MS]"	"MS:1000044 ! dissociation method"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000137"	"electron volt"	NA	"\"OBSOLETE A non-SI unit of energy (eV) defined as the energy acquired by a particle containing one unit of charge through a potential difference of one volt. An electron-volt is equal to 1.602 176 53(14) x 10^-19 J.\" [PSI:MS]"	NA	NA	NA	"This term was made obsolete because it was redundant with the Unit Ontology term electron volt (UO:0000266)."	TRUE	NA	NA	NA
"MS:1000138"	"normalized collision energy"	NA	"\"Instrument setting, expressed in percent, for adjusting collisional energies of ions in an effort to provide equivalent excitation of all ions.\" [PSI:PI]"	"MS:1000510 ! precursor activation attribute"	"value-type:xsd\:float \"The allowed value-type for this CV term.\""	"has_units UO:0000187 ! percent; has_value_type xsd\:float ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000139"	"4000 QTRAP"	NA	"\"Applied Biosystems/MDS SCIEX Q 4000 TRAP MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000140"	"4700 Proteomics Analyzer"	NA	"\"Applied Biosystems/MDS SCIEX 4700 Proteomics Analyzer MS.\" [PSI:MS]"	"MS:1000495 ! Applied Biosystems instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000141"	"apex IV"	NA	"\"Bruker Daltonics' apex IV: ESI, MALDI, Nanospray, APCI, APPI, Qh-FT_ICR.\" [PSI:MS]"	"MS:1001556 ! Bruker Daltonics apex series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000142"	"apex Q"	NA	"\"Bruker Daltonics' apex Q: ESI, MALDI, Nanospray, APCI, APPI, Qh-FT_ICR.\" [PSI:MS]"	"MS:1001556 ! Bruker Daltonics apex series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000143"	"API 150EX"	NA	"\"Applied Biosystems/MDS SCIEX API 150EX MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000144"	"API 150EX Prep"	NA	"\"Applied Biosystems/MDS SCIEX API 150EX Prep MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000145"	"API 2000"	NA	"\"Applied Biosystems/MDS SCIEX API 2000 MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000146"	"API 3000"	NA	"\"Applied Biosystems/MDS SCIEX API 3000 MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000147"	"API 4000"	NA	"\"Applied Biosystems/MDS SCIEX API 4000 MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000148"	"autoflex II"	NA	"\"Bruker Daltonics' autoflex II: MALDI TOF.\" [PSI:MS]"	"MS:1001534 ! Bruker Daltonics flex series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000149"	"autoflex TOF/TOF"	NA	"\"Bruker Daltonics' autoflex TOF/TOF MS: MALDI TOF.\" [PSI:MS]"	"MS:1001534 ! Bruker Daltonics flex series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000150"	"Auto Spec Ultima NT"	NA	"\"Waters magnetic sector based AutoSpec Ultima NT MS.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000151"	"BioTOF II"	NA	"\"Bruker Daltonics' BioTOF II: ESI TOF.\" [PSI:MS]"	"MS:1001535 ! Bruker Daltonics BioTOF series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000152"	"BioTOF-Q"	NA	"\"Bruker Daltonics' BioTOF-Q: ESI Q-TOF.\" [PSI:MS]"	"MS:1001535 ! Bruker Daltonics BioTOF series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000153"	"DELTA plusAdvantage"	NA	"\"ThermoFinnigan DELTA plusAdvantage MS.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000154"	"DELTAplusXP"	NA	"\"ThermoFinnigan DELTAplusXP MS.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000155"	"ELEMENT2"	NA	"\"OBSOLETE ThermoFinnigan ELEMENT2 MS.\" [PSI:MS]"	NA	NA	NA	"This former purgatory term was made obsolete."	TRUE	NA	NA	NA
"MS:1000156"	"esquire 4000"	NA	"\"Bruker Daltonics' esquire 4000: linear ion trap, ESI, MALDI, Nanospray, APCI, APPI.\" [PSI:MS]"	"MS:1001533 ! Bruker Daltonics esquire series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000157"	"esquire 6000"	NA	"\"Bruker Daltonics' esquire 6000: linear ion trap, ESI, MALDI, Nanospray, APCI, APPI.\" [PSI:MS]"	"MS:1001533 ! Bruker Daltonics esquire series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000158"	"explorer"	NA	"\"IonSpec Explorer MS.\" [PSI:MS]"	"MS:1000123 ! IonSpec instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000159"	"GCT"	NA	"\"Waters oa-ToF based GCT.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000160"	"HCT"	NA	"\"Bruker Daltonics' HCT: ESI Q-TOF, Nanospray, APCI, APPI.\" [PSI:MS]"	"MS:1000697 ! Bruker Daltonics HCT Series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000161"	"HCTplus"	NA	"\"Bruker Daltonics' HCTplus: ESI Q-TOF, Nanospray, APCI, APPI.\" [PSI:MS]"	"MS:1000697 ! Bruker Daltonics HCT Series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000162"	"HiRes ESI"	NA	"\"IonSpec HiResESI MS.\" [PSI:MS]"	"MS:1000123 ! IonSpec instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000163"	"HiRes MALDI"	NA	"\"IonSpec HiResMALDI MS.\" [PSI:MS]"	"MS:1000123 ! IonSpec instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000164"	"IsoPrime"	NA	"\"Waters IsoPrime MS.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000165"	"IsoProbe"	NA	"\"Waters IsoProbe MS.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000166"	"IsoProbe T"	NA	"\"Waters IsoProbe T MS.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000167"	"LCQ Advantage"	NA	"\"ThermoFinnigan LCQ Advantage MS.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000168"	"LCQ Classic"	NA	"\"ThermoFinnigan LCQ Classic MS.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000169"	"LCQ Deca XP Plus"	NA	"\"ThermoFinnigan LCQ Deca XP Plus MS.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000170"	"M@LDI L"	NA	"\"Waters oa-ToF based MALDI L.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000171"	"M@LDI LR"	NA	"\"Waters oa-ToF based MALDI LR.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000172"	"MAT253"	NA	"\"ThermoFinnigan MAT253 MS.\" [PSI:MS]"	"MS:1000493 ! Finnigan MAT instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000173"	"MAT900XP"	NA	"\"ThermoFinnigan MAT900XP MS.\" [PSI:MS]"	"MS:1000493 ! Finnigan MAT instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000174"	"MAT900XP Trap"	NA	"\"ThermoFinnigan MAT900XP Trap MS.\" [PSI:MS]"	"MS:1000493 ! Finnigan MAT instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000175"	"MAT95XP"	NA	"\"ThermoFinnigan MAT95XP MS.\" [PSI:MS]"	"MS:1000493 ! Finnigan MAT instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000176"	"MAT95XP Trap"	NA	"\"ThermoFinnigan MAT95XP Trap MS.\" [PSI:MS]"	"MS:1000493 ! Finnigan MAT instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000177"	"microflex"	NA	"\"Bruker Daltonics' microflex: MALDI TOF.\" [PSI:MS]"	"MS:1001534 ! Bruker Daltonics flex series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000178"	"microTOF LC"	NA	"\"Bruker Daltonics' microTOF LC: ESI TOF, Nanospray, APCI, APPI.\" [PSI:MS]"	"MS:1001536 ! Bruker Daltonics micrOTOF series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000179"	"neptune"	NA	"\"ThermoFinnigan NEPTUNE MS.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000180"	"NG-5400"	NA	"\"Waters NG-5400 MS.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000181"	"OMEGA"	NA	"\"IonSpec OMEGA MS.\" [PSI:MS]"	"MS:1000123 ! IonSpec instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000182"	"OMEGA-2001"	NA	"\"IonSpec OMEGA-2001 MS.\" [PSI:MS]"	"MS:1000123 ! IonSpec instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000183"	"OmniFlex"	NA	"\"Bruker Daltonics' OmniFlex: MALDI TOF.\" [PSI:MS]"	"MS:1001534 ! Bruker Daltonics flex series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000184"	"Platform ICP"	NA	"\"Waters Platform ICP MS.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000185"	"PolarisQ"	NA	"\"ThermoFinnigan PolarisQ MS.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000186"	"proteomics solution 1"	NA	"\"Applied Biosystems/MDS SCIEX Proteomics Solution 1 MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000187"	"Q TRAP"	NA	"\"Applied Biosystems/MDS SCIEX Q TRAP MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000188"	"Q-Tof micro"	NA	"\"Waters oa-ToF based Q-Tof micro.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000189"	"Q-Tof Ultima"	NA	"\"Waters oa-ToF based Q-Tof Ultima.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000190"	"QSTAR"	NA	"\"Applied Biosystems/MDS SCIEX QSTAR MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000191"	"quattro micro"	NA	"\"Waters (triple) quadrupole based micro.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000192"	"Quattro Ultima"	NA	"\"Waters (triple) quadrupole based Ultima.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000193"	"Surveyor MSQ"	NA	"\"ThermoFinnigan Surveyor MSQ MS.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000194"	"SymBiot I"	NA	"\"Applied Biosystems/MDS SCIEX SymBiot I MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000195"	"SymBiot XVI"	NA	"\"Applied Biosystems/MDS SCIEX SymBiot XVI MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000196"	"TEMPUS TOF"	NA	"\"ThermoFinnigan TEMPUS TOF MS.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000197"	"TRACE DSQ"	NA	"\"ThermoFinnigan TRACE DSQ MS.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
